batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,height/weight,year_born,position,career,starting_salary,OPS
264,정근우,2015,한화,0.316,126,468,99,148,30,2,12,218,66,21,6,61,8,66,14,0.466,0.403,10,172cm/80kg,1982년 10월 02일,내야수(우투우타),성북초(부산동래마린스리틀)-부산동성중-부산고-고려대-SK,14000만원,0.869
264,정근우,2016,한화,0.31,138,575,121,178,31,2,18,267,88,22,6,60,9,58,14,0.464,0.381,16,172cm/80kg,1982년 10월 02일,내야수(우투우타),성북초(부산동래마린스리틀)-부산동성중-부산고-고려대-SK,14000만원,0.845
264,정근우,2017,한화,0.33,105,391,73,129,22,0,11,184,46,6,6,32,10,48,12,0.471,0.392,11,172cm/80kg,1982년 10월 02일,내야수(우투우타),성북초(부산동래마린스리틀)-부산동성중-부산고-고려대-SK,14000만원,0.863
264,정근우,2018,한화,0.304,102,375,63,114,24,1,11,173,57,6,5,39,7,43,12,0.461,0.377,11,172cm/80kg,1982년 10월 02일,내야수(우투우타),성북초(부산동래마린스리틀)-부산동성중-부산고-고려대-SK,14000만원,0.838
265,정범모,2006,한화,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184cm/94kg,1987년 03월 26일,포수(우투우타),내덕초-청주중-청주기공고-(영남사이버대)-한화-상무-한화,9000만원,0
265,정범모,2007,한화,0.4,3,5,1,2,0,0,1,5,2,0,0,0,0,1,0,1,0.4,0,184cm/94kg,1987년 03월 26일,포수(우투우타),내덕초-청주중-청주기공고-(영남사이버대)-한화-상무-한화,9000만원,1.4
265,정범모,2008,한화,0.25,3,4,1,1,0,0,0,1,0,0,1,1,0,1,0,0.25,0.4,0,184cm/94kg,1987년 03월 26일,포수(우투우타),내덕초-청주중-청주기공고-(영남사이버대)-한화-상무-한화,9000만원,0.65
265,정범모,2012,한화,0.176,72,170,17,30,10,0,3,49,13,7,5,13,1,55,6,0.288,0.238,10,184cm/94kg,1987년 03월 26일,포수(우투우타),내덕초-청주중-청주기공고-(영남사이버대)-한화-상무-한화,9000만원,0.526
265,정범모,2013,한화,0.247,88,178,14,44,12,0,1,59,17,2,1,15,2,43,2,0.331,0.313,8,184cm/94kg,1987년 03월 26일,포수(우투우타),내덕초-청주중-청주기공고-(영남사이버대)-한화-상무-한화,9000만원,0.644
265,정범모,2014,한화,0.253,85,186,18,47,10,0,6,75,23,1,0,17,1,39,8,0.403,0.314,8,184cm/94kg,1987년 03월 26일,포수(우투우타),내덕초-청주중-청주기공고-(영남사이버대)-한화-상무-한화,9000만원,0.717
265,정범모,2015,한화,0.135,51,96,3,13,2,0,0,15,10,1,2,9,1,23,0,0.156,0.215,5,184cm/94kg,1987년 03월 26일,포수(우투우타),내덕초-청주중-청주기공고-(영남사이버대)-한화-상무-한화,9000만원,0.371
265,정범모,2016,한화,0,5,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,184cm/94kg,1987년 03월 26일,포수(우투우타),내덕초-청주중-청주기공고-(영남사이버대)-한화-상무-한화,9000만원,0
265,정범모,2017,한화,0.256,22,43,5,11,2,0,1,16,3,0,0,5,0,15,0,0.372,0.333,2,184cm/94kg,1987년 03월 26일,포수(우투우타),내덕초-청주중-청주기공고-(영남사이버대)-한화-상무-한화,9000만원,0.705
265,정범모,2018,NC,0.179,103,190,20,34,9,0,4,55,18,1,0,15,4,62,4,0.289,0.25,4,184cm/94kg,1987년 03월 26일,포수(우투우타),내덕초-청주중-청주기공고-(영남사이버대)-한화-상무-한화,9000만원,0.539
266,정병곤,2011,LG,0.2,11,20,1,4,0,1,0,6,2,0,0,0,0,7,0,0.3,0.2,3,176cm/72kg,1988년 03월 23일,내야수(우투우타),내당초(삼성리틀)-경복중-경북고-단국대-LG,3000만원,0.5
266,정병곤,2013,삼성,0.213,54,61,12,13,1,0,0,14,5,0,0,3,1,15,2,0.23,0.258,2,176cm/72kg,1988년 03월 23일,내야수(우투우타),내당초(삼성리틀)-경복중-경북고-단국대-LG,3000만원,0.488
266,정병곤,2017,삼성,0.216,74,74,16,16,0,0,2,22,7,1,0,4,2,21,3,0.297,0.275,2,176cm/72kg,1988년 03월 23일,내야수(우투우타),내당초(삼성리틀)-경복중-경북고-단국대-LG,3000만원,0.572
266,정병곤,2018,삼성,0.067,6,15,1,1,0,0,0,1,2,0,0,0,0,5,1,0.067,0.063,0,176cm/72kg,1988년 03월 23일,내야수(우투우타),내당초(삼성리틀)-경복중-경북고-단국대-LG,3000만원,0.13
267,정보명,2003,롯데,0,2,3,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0.25,0,,1980년 08월 23일,,순천삼산초-이수중-효천고-동의대-롯데-상무-롯데,,0.25
267,정보명,2006,롯데,0.247,66,162,15,40,4,0,2,50,18,0,2,4,3,30,5,0.308641975,0.278106509,8,,1980년 08월 23일,,순천삼산초-이수중-효천고-동의대-롯데-상무-롯데,,0.586748484
267,정보명,2007,롯데,0.282,119,394,40,111,24,3,2,147,45,5,1,30,4,75,12,0.373096447,0.338785047,11,,1980년 08월 23일,,순천삼산초-이수중-효천고-동의대-롯데-상무-롯데,,0.711881493
267,정보명,2008,롯데,0.277,96,285,30,79,18,1,3,108,26,4,7,21,10,57,9,0.378947368,0.348101266,5,,1980년 08월 23일,,순천삼산초-이수중-효천고-동의대-롯데-상무-롯데,,0.727048634
267,정보명,2009,롯데,0.296,86,203,15,60,12,1,2,80,34,2,3,22,2,40,5,0.39408867,0.370044053,7,,1980년 08월 23일,,순천삼산초-이수중-효천고-동의대-롯데-상무-롯데,,0.764132723
267,정보명,2010,롯데,0.289,30,76,6,22,5,1,0,29,9,0,1,8,0,15,1,0.381578947,0.357142857,5,,1980년 08월 23일,,순천삼산초-이수중-효천고-동의대-롯데-상무-롯데,,0.738721805
267,정보명,2011,롯데,0.125,10,16,2,2,2,0,0,4,3,0,0,1,1,6,0,0.25,0.222222222,0,,1980년 08월 23일,,순천삼산초-이수중-효천고-동의대-롯데-상무-롯데,,0.472222222
267,정보명,2012,롯데,0.161,18,31,2,5,0,0,0,5,2,0,0,3,0,9,0,0.161290323,0.235294118,0,,1980년 08월 23일,,순천삼산초-이수중-효천고-동의대-롯데-상무-롯데,,0.39658444
267,정보명,2013,롯데,0.158,12,19,1,3,1,0,0,4,0,0,0,4,0,2,3,0.210526316,0.304347826,0,,1980년 08월 23일,,순천삼산초-이수중-효천고-동의대-롯데-상무-롯데,,0.514874142
268,정상교,2011,KIA,0.25,7,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.25,0,,1991년 10월 01일,,율하초-대구중-대구고,,0.5
268,정상교,2012,KIA,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1991년 10월 01일,,율하초-대구중-대구고,,0
269,정상호,2001,SK,0.267,44,45,8,12,6,0,0,18,8,0,0,4,0,16,1,0.4,0.327,2,187cm/100kg,1982년 12월 24일,포수(우투우타),석천초-동인천중-동산고-SK-상무-SK,45000만원,0.727
269,정상호,2002,SK,0.179,28,39,1,7,0,0,0,7,4,0,0,0,2,12,0,0.179,0.214,0,187cm/100kg,1982년 12월 24일,포수(우투우타),석천초-동인천중-동산고-SK-상무-SK,45000만원,0.393
269,정상호,2003,SK,0.211,21,38,5,8,4,1,0,14,2,0,0,3,0,11,0,0.368,0.268,1,187cm/100kg,1982년 12월 24일,포수(우투우타),석천초-동인천중-동산고-SK-상무-SK,45000만원,0.636
269,정상호,2007,SK,0.217,66,83,7,18,4,0,2,28,12,1,0,6,0,25,1,0.337,0.267,2,187cm/100kg,1982년 12월 24일,포수(우투우타),석천초-동인천중-동산고-SK-상무-SK,45000만원,0.604
269,정상호,2008,SK,0.234,81,171,21,40,8,0,6,66,23,0,1,12,2,49,5,0.386,0.289,3,187cm/100kg,1982년 12월 24일,포수(우투우타),석천초-동인천중-동산고-SK-상무-SK,45000만원,0.675
269,정상호,2009,SK,0.288,101,264,37,76,15,0,12,127,49,0,4,29,6,66,10,0.481,0.365,7,187cm/100kg,1982년 12월 24일,포수(우투우타),석천초-동인천중-동산고-SK-상무-SK,45000만원,0.846
269,정상호,2010,SK,0.323,35,62,14,20,4,0,6,42,14,0,0,2,2,19,2,0.677,0.364,4,187cm/100kg,1982년 12월 24일,포수(우투우타),석천초-동인천중-동산고-SK-상무-SK,45000만원,1.041
269,정상호,2011,SK,0.26,112,366,40,95,19,0,11,147,50,0,2,22,8,96,10,0.402,0.314,7,187cm/100kg,1982년 12월 24일,포수(우투우타),석천초-동인천중-동산고-SK-상무-SK,45000만원,0.716
269,정상호,2012,SK,0.216,78,176,13,38,12,0,4,62,24,0,2,15,4,61,3,0.352,0.288,5,187cm/100kg,1982년 12월 24일,포수(우투우타),석천초-동인천중-동산고-SK-상무-SK,45000만원,0.64
269,정상호,2013,SK,0.289,82,201,26,58,11,0,6,87,26,1,0,20,4,47,7,0.433,0.36,5,187cm/100kg,1982년 12월 24일,포수(우투우타),석천초-동인천중-동산고-SK-상무-SK,45000만원,0.793
269,정상호,2014,SK,0.238,100,235,36,56,13,1,9,98,39,0,1,18,5,67,3,0.417,0.305,11,187cm/100kg,1982년 12월 24일,포수(우투우타),석천초-동인천중-동산고-SK-상무-SK,45000만원,0.722
269,정상호,2015,SK,0.254,113,279,34,71,11,1,12,120,49,1,2,22,15,80,2,0.43,0.342,7,187cm/100kg,1982년 12월 24일,포수(우투우타),석천초-동인천중-동산고-SK-상무-SK,45000만원,0.772
269,정상호,2016,LG,0.182,77,132,12,24,5,0,1,32,10,0,1,17,4,39,2,0.242,0.29,3,187cm/100kg,1982년 12월 24일,포수(우투우타),석천초-동인천중-동산고-SK-상무-SK,45000만원,0.532
269,정상호,2017,LG,0.263,79,137,16,36,3,0,3,48,17,0,0,4,5,32,8,0.35,0.308,3,187cm/100kg,1982년 12월 24일,포수(우투우타),석천초-동인천중-동산고-SK-상무-SK,45000만원,0.658
269,정상호,2018,LG,0.223,70,112,11,25,4,0,1,32,9,0,1,8,5,35,3,0.286,0.304,1,187cm/100kg,1982년 12월 24일,포수(우투우타),석천초-동인천중-동산고-SK-상무-SK,45000만원,0.59
270,정성훈,1999,해태,0.292,108,366,49,107,19,1,7,149,39,5,6,26,8,51,8,0,0,14,182cm/83kg,1980년 06월 27일,내야수(우투우타),송정동초-무등중-광주제일고-해태-KIA-현대-우리-LG,15000만원,0
270,정성훈,2000,해태,0.26,119,457,50,119,21,3,1,149,37,10,4,25,3,55,7,0,0,16,182cm/83kg,1980년 06월 27일,내야수(우투우타),송정동초-무등중-광주제일고-해태-KIA-현대-우리-LG,15000만원,0
270,정성훈,2001,KIA,0.28,49,161,17,45,7,1,4,66,18,6,4,12,1,18,5,0.41,0.331,8,182cm/83kg,1980년 06월 27일,내야수(우투우타),송정동초-무등중-광주제일고-해태-KIA-현대-우리-LG,15000만원,0.741
270,정성훈,2002,KIA,0.312,114,340,65,106,19,3,9,158,39,16,4,28,9,42,9,0.465,0.376,11,182cm/83kg,1980년 06월 27일,내야수(우투우타),송정동초-무등중-광주제일고-해태-KIA-현대-우리-LG,15000만원,0.841
270,정성훈,2003,현대,0.343,91,338,55,116,17,0,13,172,51,9,4,23,8,40,20,0.509,0.397,15,182cm/83kg,1980년 06월 27일,내야수(우투우타),송정동초-무등중-광주제일고-해태-KIA-현대-우리-LG,15000만원,0.906
270,정성훈,2004,현대,0.266,118,470,66,125,23,0,8,172,59,1,3,54,7,60,11,0.366,0.35,17,182cm/83kg,1980년 06월 27일,내야수(우투우타),송정동초-무등중-광주제일고-해태-KIA-현대-우리-LG,15000만원,0.716
270,정성훈,2005,현대,0.266,126,458,61,122,20,1,17,195,72,7,3,49,7,67,14,0.426,0.346,18,182cm/83kg,1980년 06월 27일,내야수(우투우타),송정동초-무등중-광주제일고-해태-KIA-현대-우리-LG,15000만원,0.772
270,정성훈,2006,현대,0.291,122,416,56,121,26,0,13,186,66,3,4,49,7,43,15,0.447,0.369,19,182cm/83kg,1980년 06월 27일,내야수(우투우타),송정동초-무등중-광주제일고-해태-KIA-현대-우리-LG,15000만원,0.816
270,정성훈,2007,현대,0.29,122,445,59,129,29,1,16,208,76,1,2,40,8,66,9,0.467,0.357,17,182cm/83kg,1980년 06월 27일,내야수(우투우타),송정동초-무등중-광주제일고-해태-KIA-현대-우리-LG,15000만원,0.824
270,정성훈,2008,우리,0.27,109,355,43,96,21,2,3,130,34,8,4,36,5,41,13,0.366,0.345,9,182cm/83kg,1980년 06월 27일,내야수(우투우타),송정동초-무등중-광주제일고-해태-KIA-현대-우리-LG,15000만원,0.711
270,정성훈,2009,LG,0.301,121,419,62,126,19,2,10,179,70,5,0,59,4,46,10,0.427,0.389,7,182cm/83kg,1980년 06월 27일,내야수(우투우타),송정동초-무등중-광주제일고-해태-KIA-현대-우리-LG,15000만원,0.816
270,정성훈,2010,LG,0.263,111,365,52,96,20,1,4,130,38,3,1,41,4,58,14,0.356,0.342,12,182cm/83kg,1980년 06월 27일,내야수(우투우타),송정동초-무등중-광주제일고-해태-KIA-현대-우리-LG,15000만원,0.698
270,정성훈,2011,LG,0.291,127,422,61,123,18,1,10,173,57,9,2,49,5,69,16,0.41,0.366,12,182cm/83kg,1980년 06월 27일,내야수(우투우타),송정동초-무등중-광주제일고-해태-KIA-현대-우리-LG,15000만원,0.776
270,정성훈,2012,LG,0.31,107,365,50,113,27,3,12,182,53,3,3,65,1,62,13,0.499,0.411,6,182cm/83kg,1980년 06월 27일,내야수(우투우타),송정동초-무등중-광주제일고-해태-KIA-현대-우리-LG,15000만원,0.91
270,정성훈,2013,LG,0.312,121,407,64,127,22,1,9,178,62,13,6,59,7,58,12,0.437,0.405,14,182cm/83kg,1980년 06월 27일,내야수(우투우타),송정동초-무등중-광주제일고-해태-KIA-현대-우리-LG,15000만원,0.842
270,정성훈,2014,LG,0.329,112,383,71,126,25,1,13,192,59,10,2,59,7,56,13,0.501,0.424,5,182cm/83kg,1980년 06월 27일,내야수(우투우타),송정동초-무등중-광주제일고-해태-KIA-현대-우리-LG,15000만원,0.925
270,정성훈,2015,LG,0.284,117,363,47,103,16,1,9,148,45,9,4,54,13,65,9,0.408,0.392,5,182cm/83kg,1980년 06월 27일,내야수(우투우타),송정동초-무등중-광주제일고-해태-KIA-현대-우리-LG,15000만원,0.8
270,정성훈,2016,LG,0.322,126,370,58,119,22,1,6,161,64,8,4,33,5,59,9,0.435,0.38,4,182cm/83kg,1980년 06월 27일,내야수(우투우타),송정동초-무등중-광주제일고-해태-KIA-현대-우리-LG,15000만원,0.815
270,정성훈,2017,LG,0.312,115,276,32,86,14,0,6,118,30,4,3,36,6,49,4,0.428,0.4,5,182cm/83kg,1980년 06월 27일,내야수(우투우타),송정동초-무등중-광주제일고-해태-KIA-현대-우리-LG,15000만원,0.828
270,정성훈,2018,KIA,0.295,88,183,22,54,11,0,4,77,28,0,1,16,5,49,5,0.421,0.366,6,182cm/83kg,1980년 06월 27일,내야수(우투우타),송정동초-무등중-광주제일고-해태-KIA-현대-우리-LG,15000만원,0.787
271,정수빈,2009,두산,0.264,85,231,47,61,8,6,3,90,17,13,7,24,3,45,1,0.39,0.34,1,175cm/75kg,1990년 10월 07일,외야수(좌투좌타),신곡초-수원북중-유신고-두산-경찰,6000만원,0.73
271,정수빈,2010,두산,0.322,76,143,35,46,8,6,1,69,19,13,3,10,0,25,2,0.483,0.361,0,175cm/75kg,1990년 10월 07일,외야수(좌투좌타),신곡초-수원북중-유신고-두산-경찰,6000만원,0.844
271,정수빈,2011,두산,0.285,128,414,66,118,17,8,1,154,38,31,8,40,11,77,5,0.372,0.361,7,175cm/75kg,1990년 10월 07일,외야수(좌투좌타),신곡초-수원북중-유신고-두산-경찰,6000만원,0.733
271,정수빈,2012,두산,0.235,101,315,46,74,11,7,0,99,32,24,6,18,3,46,5,0.314,0.281,0,175cm/75kg,1990년 10월 07일,외야수(좌투좌타),신곡초-수원북중-유신고-두산-경찰,6000만원,0.595
271,정수빈,2013,두산,0.276,125,228,57,63,2,8,2,87,29,23,8,16,6,29,1,0.382,0.337,2,175cm/75kg,1990년 10월 07일,외야수(좌투좌타),신곡초-수원북중-유신고-두산-경찰,6000만원,0.719
271,정수빈,2014,두산,0.306,128,431,79,132,18,7,6,182,49,32,5,41,11,68,8,0.422,0.379,1,175cm/75kg,1990년 10월 07일,외야수(좌투좌타),신곡초-수원북중-유신고-두산-경찰,6000만원,0.801
271,정수빈,2015,두산,0.295,128,491,79,145,27,7,2,192,59,15,9,43,11,70,9,0.391,0.361,2,175cm/75kg,1990년 10월 07일,외야수(좌투좌타),신곡초-수원북중-유신고-두산-경찰,6000만원,0.752
271,정수빈,2016,두산,0.242,114,269,49,65,7,2,2,82,20,12,4,25,6,48,7,0.305,0.319,2,175cm/75kg,1990년 10월 07일,외야수(좌투좌타),신곡초-수원북중-유신고-두산-경찰,6000만원,0.624
271,정수빈,2018,두산,0.367,26,98,20,36,2,1,2,46,23,5,2,11,1,13,1,0.469,0.429,2,175cm/75kg,1990년 10월 07일,외야수(좌투좌타),신곡초-수원북중-유신고-두산-경찰,6000만원,0.898
272,정수성,1998,현대,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1978년 03월 04일,,성동초-건대부중-덕수정보고-(초당대)-현대-우리-히어로즈-넥센,,0
272,정수성,2000,현대,0.25,12,16,1,4,0,0,0,4,1,2,1,0,0,6,0,0.25,0.25,0,,1978년 03월 04일,,성동초-건대부중-덕수정보고-(초당대)-현대-우리-히어로즈-넥센,,0.5
272,정수성,2001,현대,0.267,33,15,7,4,0,0,1,7,1,7,1,1,0,3,0,0.466666667,0.3125,0,,1978년 03월 04일,,성동초-건대부중-덕수정보고-(초당대)-현대-우리-히어로즈-넥센,,0.779166667
272,정수성,2002,현대,0.154,50,13,6,2,0,0,0,2,0,6,2,1,1,4,0,0.153846154,0.266666667,0,,1978년 03월 04일,,성동초-건대부중-덕수정보고-(초당대)-현대-우리-히어로즈-넥센,,0.420512821
272,정수성,2003,현대,0.375,26,8,3,3,0,0,0,3,0,2,0,1,0,2,0,0.375,0.444444444,1,,1978년 03월 04일,,성동초-건대부중-덕수정보고-(초당대)-현대-우리-히어로즈-넥센,,0.819444444
272,정수성,2004,현대,0.125,88,32,17,4,0,0,0,4,1,13,0,2,1,5,0,0.125,0.2,1,,1978년 03월 04일,,성동초-건대부중-덕수정보고-(초당대)-현대-우리-히어로즈-넥센,,0.325
272,정수성,2005,현대,0.273,118,366,53,100,14,5,0,124,19,29,5,21,20,76,9,0.338797814,0.346437346,5,,1978년 03월 04일,,성동초-건대부중-덕수정보고-(초당대)-현대-우리-히어로즈-넥센,,0.685235161
272,정수성,2006,현대,0.221,71,77,17,17,0,0,0,17,4,7,6,6,3,15,1,0.220779221,0.302325581,0,,1978년 03월 04일,,성동초-건대부중-덕수정보고-(초당대)-현대-우리-히어로즈-넥센,,0.523104802
272,정수성,2007,현대,0.257,23,35,3,9,1,0,0,10,0,1,2,0,2,5,0,0.285714286,0.297297297,0,,1978년 03월 04일,,성동초-건대부중-덕수정보고-(초당대)-현대-우리-히어로즈-넥센,,0.583011583
272,정수성,2008,우리,0.252,76,127,27,32,6,2,1,45,14,16,6,7,0,32,2,0.354330709,0.291044776,0,,1978년 03월 04일,,성동초-건대부중-덕수정보고-(초당대)-현대-우리-히어로즈-넥센,,0.645375485
272,정수성,2009,히어로즈,0.23,87,139,29,32,5,0,3,46,9,21,6,3,4,32,1,0.330935252,0.267123288,2,,1978년 03월 04일,,성동초-건대부중-덕수정보고-(초당대)-현대-우리-히어로즈-넥센,,0.598058539
272,정수성,2010,넥센,0.238,8,21,3,5,0,0,0,5,0,1,0,1,0,8,0,0.238095238,0.272727273,0,,1978년 03월 04일,,성동초-건대부중-덕수정보고-(초당대)-현대-우리-히어로즈-넥센,,0.510822511
272,정수성,2012,넥센,0.217,87,203,37,44,7,3,2,63,9,19,9,29,5,42,1,0.310344828,0.329113924,2,,1978년 03월 04일,,성동초-건대부중-덕수정보고-(초당대)-현대-우리-히어로즈-넥센,,0.639458752
272,정수성,2013,넥센,0.111,37,18,8,2,1,0,0,3,0,3,2,1,0,7,0,0.166666667,0.157894737,0,,1978년 03월 04일,,성동초-건대부중-덕수정보고-(초당대)-현대-우리-히어로즈-넥센,,0.324561404
273,정은원,2018,한화,0.249,98,201,33,50,5,3,4,73,20,5,1,22,1,50,0,0.363,0.324,5,177cm/78kg,2000년 01월 17일,내야수(우투좌타),상인천초-상인천중-인천고,9000만원,0.687
274,정의윤,2005,LG,0.242,106,314,41,76,10,3,8,116,42,3,1,17,4,69,6,0.369,0.288,5,185cm/90kg,1986년 07월 25일,외야수(우투우타),신곡초(부산마린스리틀)-대천중-부산고-LG-상무-LG,23000만원,0.657
274,정의윤,2006,LG,0.259,82,239,28,62,8,1,6,90,26,1,0,13,5,39,7,0.377,0.311,3,185cm/90kg,1986년 07월 25일,외야수(우투우타),신곡초(부산마린스리틀)-대천중-부산고-LG-상무-LG,23000만원,0.688
274,정의윤,2007,LG,0.28,88,193,22,54,8,1,3,73,20,2,2,11,0,22,7,0.378,0.316,4,185cm/90kg,1986년 07월 25일,외야수(우투우타),신곡초(부산마린스리틀)-대천중-부산고-LG-상무-LG,23000만원,0.694
274,정의윤,2008,LG,0.192,38,78,8,15,1,0,0,16,3,0,0,8,3,13,3,0.205,0.292,1,185cm/90kg,1986년 07월 25일,외야수(우투우타),신곡초(부산마린스리틀)-대천중-부산고-LG-상무-LG,23000만원,0.497
274,정의윤,2011,LG,0.256,93,242,13,62,9,0,0,71,23,3,2,17,4,32,7,0.293,0.312,4,185cm/90kg,1986년 07월 25일,외야수(우투우타),신곡초(부산마린스리틀)-대천중-부산고-LG-상무-LG,23000만원,0.605
274,정의윤,2012,LG,0.283,81,233,19,66,18,1,2,92,27,2,2,13,3,34,4,0.395,0.324,3,185cm/90kg,1986년 07월 25일,외야수(우투우타),신곡초(부산마린스리틀)-대천중-부산고-LG-상무-LG,23000만원,0.719
274,정의윤,2013,LG,0.272,116,367,42,100,15,5,5,140,47,5,4,26,8,45,10,0.381,0.332,1,185cm/90kg,1986년 07월 25일,외야수(우투우타),신곡초(부산마린스리틀)-대천중-부산고-LG-상무-LG,23000만원,0.713
274,정의윤,2014,LG,0.264,97,261,29,69,14,0,7,104,38,5,4,21,5,40,9,0.398,0.328,1,185cm/90kg,1986년 07월 25일,외야수(우투우타),신곡초(부산마린스리틀)-대천중-부산고-LG-상무-LG,23000만원,0.726
274,정의윤,2015,SK,0.32,91,259,38,83,14,0,14,139,51,5,0,26,9,46,6,0.537,0.397,1,185cm/90kg,1986년 07월 25일,외야수(우투우타),신곡초(부산마린스리틀)-대천중-부산고-LG-상무-LG,23000만원,0.934
274,정의윤,2016,SK,0.311,144,576,68,179,32,1,27,294,100,2,3,25,10,76,15,0.51,0.347,5,185cm/90kg,1986년 07월 25일,외야수(우투우타),신곡초(부산마린스리틀)-대천중-부산고-LG-상무-LG,23000만원,0.857
274,정의윤,2017,SK,0.321,112,349,44,112,16,0,15,173,45,0,1,19,9,61,11,0.496,0.367,0,185cm/90kg,1986년 07월 25일,외야수(우투우타),신곡초(부산마린스리틀)-대천중-부산고-LG-상무-LG,23000만원,0.863
274,정의윤,2018,SK,0.272,73,217,27,59,9,0,11,101,38,1,1,19,2,29,8,0.465,0.335,1,185cm/90kg,1986년 07월 25일,외야수(우투우타),신곡초(부산마린스리틀)-대천중-부산고-LG-상무-LG,23000만원,0.8
275,정주현,2009,LG,0.091,6,11,2,1,0,0,1,4,1,0,0,0,0,7,0,0.364,0.091,1,176cm/76kg,1990년 10월 13일,외야수(우투우타),대현초-경상중-대구고-LG-상무,6000만원,0.455
275,정주현,2010,LG,0.222,8,9,0,2,0,0,0,2,2,1,1,1,0,4,0,0.222,0.273,3,176cm/76kg,1990년 10월 13일,외야수(우투우타),대현초-경상중-대구고-LG-상무,6000만원,0.495
275,정주현,2011,LG,0.167,15,18,6,3,0,0,0,3,2,2,0,3,0,4,1,0.167,0.286,0,176cm/76kg,1990년 10월 13일,외야수(우투우타),대현초-경상중-대구고-LG-상무,6000만원,0.453
275,정주현,2012,LG,0.174,18,23,5,4,0,0,0,4,1,4,1,2,0,9,0,0.174,0.24,1,176cm/76kg,1990년 10월 13일,외야수(우투우타),대현초-경상중-대구고-LG-상무,6000만원,0.414
275,정주현,2013,LG,0.217,61,83,21,18,4,2,0,26,15,10,4,16,0,19,1,0.313,0.34,1,176cm/76kg,1990년 10월 13일,외야수(우투우타),대현초-경상중-대구고-LG-상무,6000만원,0.653
275,정주현,2016,LG,0.222,99,225,30,50,12,1,1,67,22,5,5,28,0,66,1,0.298,0.306,7,176cm/76kg,1990년 10월 13일,외야수(우투우타),대현초-경상중-대구고-LG-상무,6000만원,0.604
275,정주현,2017,LG,0,15,8,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,176cm/76kg,1990년 10월 13일,외야수(우투우타),대현초-경상중-대구고-LG-상무,6000만원,0
275,정주현,2018,LG,0.261,115,303,48,79,14,2,6,115,31,18,3,27,2,68,9,0.38,0.324,15,176cm/76kg,1990년 10월 13일,외야수(우투우타),대현초-경상중-대구고-LG-상무,6000만원,0.704
276,정주후,2016,KT,0,12,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,180cm/67kg,1995년 06월 26일,내야수(우투좌타),광주서석초-충장중-광주제일고,8000만원,0
276,정주후,2017,KT,0,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,180cm/67kg,1995년 06월 26일,내야수(우투좌타),광주서석초-충장중-광주제일고,8000만원,0
277,정진기,2011,SK,0,6,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.667,1,185cm/92kg,1992년 10월 10일,외야수(우투좌타),화순초-화순중-화순고-SK,9000만원,0.667
277,정진기,2012,SK,0.125,14,8,1,1,0,0,0,1,0,0,0,2,0,3,0,0.125,0.3,0,185cm/92kg,1992년 10월 10일,외야수(우투좌타),화순초-화순중-화순고-SK,9000만원,0.425
277,정진기,2013,SK,0.125,4,8,2,1,0,0,0,1,0,0,0,0,0,2,0,0.125,0.125,0,185cm/92kg,1992년 10월 10일,외야수(우투좌타),화순초-화순중-화순고-SK,9000만원,0.25
277,정진기,2017,SK,0.234,90,197,37,46,5,1,11,86,35,4,0,9,4,55,1,0.437,0.281,5,185cm/92kg,1992년 10월 10일,외야수(우투좌타),화순초-화순중-화순고-SK,9000만원,0.718
277,정진기,2018,SK,0.244,96,201,33,49,8,1,3,68,17,11,3,6,2,45,2,0.338,0.273,5,185cm/92kg,1992년 10월 10일,외야수(우투좌타),화순초-화순중-화순고-SK,9000만원,0.611
278,정진호,2011,두산,0.114,47,35,7,4,1,0,0,5,3,4,0,2,0,6,1,0.143,0.162,0,185cm/78kg,1988년 10월 02일,외야수(우투좌타),인헌초-선린중-유신고-중앙대-두산-상무,6000만원,0.305
278,정진호,2012,두산,0.227,46,75,14,17,2,0,0,19,5,8,3,6,1,13,1,0.253,0.289,2,185cm/78kg,1988년 10월 02일,외야수(우투좌타),인헌초-선린중-유신고-중앙대-두산-상무,6000만원,0.542
278,정진호,2015,두산,0.234,77,154,37,36,5,3,4,59,18,6,3,14,1,24,0,0.383,0.302,1,185cm/78kg,1988년 10월 02일,외야수(우투좌타),인헌초-선린중-유신고-중앙대-두산-상무,6000만원,0.685
278,정진호,2016,두산,0.375,31,24,9,9,0,1,0,11,3,0,2,6,2,1,0,0.458,0.531,0,185cm/78kg,1988년 10월 02일,외야수(우투좌타),인헌초-선린중-유신고-중앙대-두산-상무,6000만원,0.989
